# Weather station Paderborn / Lippstadt (airport), Germany, METAR=EDLP,selection from 23.01.2019 till 23.11.2019, all days
# Encoding: ANSI
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EDLP&lang=en
#
"Local time in Paderborn / Lippstadt (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"12.03.2019 03:50";"2.0";"746.6";"766.6";"93";"Wind blowing from the south-west";"4";"";"";"";"Few clouds (10-30%) 930 m";"10.0 and more";"1.0";
"12.03.2019 03:20";"3.0";"747.3";"767.3";"93";"Wind blowing from the west-southwest";"4";"";"";"";"Broken clouds (60-90%) 900 m";"10.0 and more";"2.0";
"12.03.2019 02:50";"3.0";"747.3";"767.3";"100";"Wind blowing from the west-southwest";"4";"";"";"";"Few clouds (10-30%) 720 m, overcast (100%) 900 m";"10.0 and more";"3.0";
"12.03.2019 02:20";"3.0";"747.3";"767.3";"100";"Wind blowing from the west";"3";"";"";"";"Few clouds (10-30%) 300 m, overcast (100%) 900 m";"10.0 and more";"3.0";
"12.03.2019 01:50";"3.0";"747.3";"767.3";"100";"Wind blowing from the west";"4";"";"";"";"Few clouds (10-30%) 210 m, overcast (100%) 780 m";"10.0 and more";"3.0";
"12.03.2019 01:20";"3.0";"747.3";"767.3";"100";"Wind blowing from the west";"4";"";"";"";"Broken clouds (60-90%) 210 m";"10.0 and more";"3.0";
"12.03.2019 00:50";"3.0";"747.3";"767.3";"100";"Wind blowing from the west";"5";"";"";"";"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 330 m, overcast (100%) 810 m";"10.0 and more";"3.0";
"12.03.2019 00:20";"3.0";"747.3";"767.3";"100";"Wind blowing from the west";"4";"";"Light rain";"";"Broken clouds (60-90%) 210 m, overcast (100%) 450 m";"10.0 and more";"3.0";
"11.03.2019 23:50";"3.0";"746.7";"766.6";"100";"Wind blowing from the west";"4";"";"";"";"Few clouds (10-30%) 210 m, broken clouds (60-90%) 450 m, broken clouds (60-90%) 990 m";"10.0 and more";"3.0";
"11.03.2019 23:20";"3.0";"746.7";"766.6";"100";"Wind blowing from the west";"5";"";"";"";"Few clouds (10-30%) 180 m, broken clouds (60-90%) 360 m, broken clouds (60-90%) 990 m";"10.0 and more";"3.0";
"11.03.2019 22:50";"3.0";"746.7";"766.6";"100";"Wind blowing from the west";"5";"";"Light rain";"";"Broken clouds (60-90%) 240 m, broken clouds (60-90%) 360 m, overcast (100%) 420 m";"10.0 and more";"3.0";
"11.03.2019 22:20";"4.0";"746.0";"765.8";"93";"Wind blowing from the west";"3";"";"";"";"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 510 m, overcast (100%) 870 m";"10.0 and more";"3.0";
"11.03.2019 21:50";"4.0";"746.0";"765.8";"93";"Wind blowing from the west-northwest";"5";"";"";"";"Scattered clouds (40-50%) 210 m, broken clouds (60-90%) 270 m, overcast (100%) 360 m";"10.0 and more";"3.0";
"11.03.2019 21:20";"3.0";"745.9";"765.8";"100";"Wind blowing from the west-northwest";"5";"";"Light rain";"";"Scattered clouds (40-50%) 210 m, broken clouds (60-90%) 270 m";"10.0 and more";"3.0";
"11.03.2019 20:50";"3.0";"745.1";"765.0";"100";"Wind blowing from the west-northwest";"5";"";"Light rain";"";"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 270 m, overcast (100%) 330 m";"10.0 and more";"3.0";
"11.03.2019 20:20";"3.0";"744.4";"764.3";"100";"Wind blowing from the west";"6";"";"Light rain";"";"Broken clouds (60-90%) 150 m, overcast (100%) 390 m";"10.0 and more";"3.0";
"11.03.2019 19:50";"3.0";"743.6";"763.5";"93";"Wind blowing from the west";"7";"13";"Light rain";"";"Overcast (100%) 180 m";"10.0 and more";"2.0";
"11.03.2019 19:20";"3.0";"743.0";"762.8";"93";"Wind blowing from the west";"7";"12";"Light rain";"";"Overcast (100%) 180 m";"10.0 and more";"2.0";
"11.03.2019 18:50";"3.0";"742.2";"762.0";"93";"Wind blowing from the west";"8";"14";"Light shower(s), rain";"";"Broken clouds (60-90%) 210 m, cumulus congestus of great vertical extent";"7.0";"2.0";
"11.03.2019 18:20";"3.0";"741.4";"761.2";"93";"Wind blowing from the west";"9";"17";"Light shower(s), rain";"";"Broken clouds (60-90%) 300 m, cumulus congestus of great vertical extent";"8.0";"2.0";
"11.03.2019 17:50";"3.0";"741.4";"761.2";"100";"Wind blowing from the west";"9";"14";"Light shower(s), rain";"";"Few clouds (10-30%) 240 m, broken clouds (60-90%) 330 m, cumulus congestus of great vertical extent";"10.0 and more";"3.0";
"11.03.2019 17:20";"3.0";"741.4";"761.2";"93";"Wind blowing from the west";"7";"14";"Light shower(s), rain";"";"Few clouds (10-30%) 540 m, broken clouds (60-90%) 660 m, cumulus congestus of great vertical extent";"8.0";"2.0";
"11.03.2019 16:50";"4.0";"740.8";"760.5";"87";"Wind blowing from the west-southwest";"8";"14";"Light shower(s), rain";"";"Few clouds (10-30%) 540 m, broken clouds (60-90%) 720 m, cumulus congestus of great vertical extent";"10.0 and more";"2.0";
"11.03.2019 16:20";"4.0";"740.8";"760.5";"87";"Wind blowing from the west-southwest";"8";"";"Light shower(s), rain";"Shower(s), rain";"Few clouds (10-30%) 480 m, broken clouds (60-90%) 540 m, broken clouds (60-90%) 1080 m";"10.0 and more";"2.0";
"11.03.2019 15:50";"4.0";"740.8";"760.5";"87";"Wind blowing from the west-southwest";"8";"14";"Shower(s), rain";"";"Broken clouds (60-90%) 510 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 960 m";"7.0";"2.0";
"11.03.2019 15:20";"4.0";"740.8";"760.5";"87";"Wind blowing from the west-southwest";"9";"15";"Light rain";"";"Few clouds (10-30%) 390 m, scattered clouds (40-50%) 570 m, overcast (100%) 1080 m";"10.0 and more";"2.0";
"11.03.2019 14:50";"4.0";"740.8";"760.5";"87";"Wind blowing from the west-southwest";"8";"15";"Light rain";"";"Few clouds (10-30%) 360 m, broken clouds (60-90%) 510 m, overcast (100%) 720 m";"10.0 and more";"2.0";
"11.03.2019 14:20";"3.0";"740.7";"760.5";"100";"Wind blowing from the west-southwest";"7";"13";"Light rain";"";"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 330 m, broken clouds (60-90%) 600 m";"10.0 and more";"3.0";
"11.03.2019 13:50";"2.0";"740.7";"760.5";"100";"Wind blowing from the west-southwest";"9";"15";"Light shower(s), snow, rain";"";"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 360 m, broken clouds (60-90%) 480 m";"10.0 and more";"2.0";
"11.03.2019 13:20";"3.0";"740.7";"760.5";"93";"Wind blowing from the west-southwest";"6";"";"Light rain";"";"Scattered clouds (40-50%) 360 m, broken clouds (60-90%) 540 m, broken clouds (60-90%) 840 m";"10.0 and more";"2.0";
"11.03.2019 12:50";"3.0";"740.7";"760.5";"93";"Wind blowing from the west-southwest";"6";"11";"Light rain";"";"Scattered clouds (40-50%) 360 m, broken clouds (60-90%) 450 m, broken clouds (60-90%) 540 m";"10.0 and more";"2.0";
"11.03.2019 12:20";"3.0";"739.9";"759.7";"93";"Wind blowing from the west-southwest";"7";"";"Light rain";"";"Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 360 m, overcast (100%) 450 m";"10.0 and more";"2.0";
"11.03.2019 11:50";"2.0";"739.9";"759.7";"93";"Wind blowing from the west";"7";"13";"Light snow, rain";"";"Broken clouds (60-90%) 210 m, broken clouds (60-90%) 300 m, overcast (100%) 420 m";"8.0";"1.0";
"11.03.2019 11:20";"2.0";"739.9";"759.7";"93";"Wind blowing from the west-southwest";"7";"12";"Light snow, rain";"";"Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 240 m, overcast (100%) 390 m";"4.5";"1.0";
"11.03.2019 10:50";"1.0";"739.1";"759.0";"100";"Wind blowing from the west-southwest";"7";"13";"Snow, rain";"";"Overcast (100%) 210 m";"3.0";"1.0";
"11.03.2019 10:20";"2.0";"739.2";"759.0";"93";"Wind blowing from the west-southwest";"7";"";"Light snow, rain";"";"Broken clouds (60-90%) 240 m, broken clouds (60-90%) 330 m, overcast (100%) 540 m";"5.0";"1.0";
"11.03.2019 09:50";"2.0";"739.2";"759.0";"93";"Wind blowing from the west-southwest";"7";"12";"Light snow, rain";"";"Broken clouds (60-90%) 360 m, broken clouds (60-90%) 780 m";"7.0";"1.0";
"11.03.2019 09:20";"2.0";"739.2";"759.0";"93";"Wind blowing from the west-southwest";"7";"12";"Light rain";"";"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 540 m";"10.0 and more";"1.0";
"11.03.2019 08:50";"2.0";"739.2";"759.0";"93";"Wind blowing from the west";"8";"15";"Light rain";"";"Scattered clouds (40-50%) 390 m, broken clouds (60-90%) 510 m, overcast (100%) 630 m";"10.0 and more";"1.0";
"11.03.2019 08:20";"2.0";"738.4";"758.2";"93";"Wind blowing from the west-southwest";"6";"";"Light shower(s), snow";"";"Few clouds (10-30%) 270 m, broken clouds (60-90%) 540 m, broken clouds (60-90%) 960 m";"10.0 and more";"1.0";
"11.03.2019 07:50";"1.0";"738.3";"758.2";"100";"Wind blowing from the west";"5";"";"Light shower(s), snow";"";"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 240 m, broken clouds (60-90%) 390 m";"5.0";"1.0";
"11.03.2019 07:20";"1.0";"738.3";"758.2";"100";"Wind blowing from the west";"7";"12";"Shower(s), snow";"";"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 480 m, broken clouds (60-90%) 600 m";"4.0";"1.0";
"11.03.2019 06:50";"2.0";"738.4";"758.2";"87";"Wind blowing from the west-southwest";"6";"";"Light rain";"";"Few clouds (10-30%) 630 m, broken clouds (60-90%) 720 m";"10.0 and more";"0.0";
"11.03.2019 06:20";"2.0";"738.4";"758.2";"87";"Wind blowing from the west-southwest";"7";"";"Light rain";"";"Few clouds (10-30%) 750 m, broken clouds (60-90%) 1140 m";"10.0 and more";"0.0";
"11.03.2019 05:50";"2.0";"738.4";"758.2";"87";"Wind blowing from the west-southwest";"5";"";"";"";"Few clouds (10-30%) 420 m, broken clouds (60-90%) 540 m";"10.0 and more";"0.0";
"11.03.2019 05:20";"2.0";"737.9";"757.7";"87";"Wind blowing from the west";"6";"";"";"";"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 660 m";"10.0 and more";"0.0";
"11.03.2019 04:50";"2.0";"737.9";"757.7";"93";"Wind blowing from the west";"6";"11";"";"";"Few clouds (10-30%) 510 m, broken clouds (60-90%) 720 m";"10.0 and more";"1.0";
"11.03.2019 04:20";"2.0";"737.9";"757.7";"93";"Wind blowing from the west-southwest";"7";"";"";"Thunderstorm, rain";"Broken clouds (60-90%) 570 m";"10.0 and more";"1.0";
"11.03.2019 03:50";"1.0";"737.9";"757.7";"93";"Wind blowing from the west";"6";"";"Thunderstorm, rain, snow";"";"Broken clouds (60-90%) 150 m, cumulonimbus clouds";"3.0";"0.0";
"11.03.2019 03:20";"2.0";"737.9";"757.7";"87";"Wind blowing from the south-west";"4";"";"";"";"Broken clouds (60-90%) 720 m";"10.0 and more";"0.0";
"11.03.2019 02:50";"2.0";"738.4";"758.2";"87";"Wind blowing from the west-southwest";"6";"";"";"";"Few clouds (10-30%) 840 m, broken clouds (60-90%) 960 m";"10.0 and more";"0.0";
"11.03.2019 02:20";"3.0";"738.5";"758.2";"87";"Wind blowing from the south-west";"8";"";"";"";"Scattered clouds (40-50%) 1410 m";"10.0 and more";"1.0";
"11.03.2019 01:50";"3.0";"738.5";"758.2";"87";"Wind blowing from the south-west";"8";"";"";"";"Few clouds (10-30%) 1230 m";"10.0 and more";"1.0";
"11.03.2019 01:20";"2.0";"738.4";"758.2";"87";"Wind blowing from the south-west";"8";"";"";"";"Few clouds (10-30%) 1200 m";"10.0 and more";"0.0";
"11.03.2019 00:50";"2.0";"738.4";"758.2";"87";"Wind blowing from the west-southwest";"8";"13";"";"";"Few clouds (10-30%) 450 m";"10.0 and more";"0.0";
"11.03.2019 00:20";"3.0";"738.5";"758.2";"81";"Wind blowing from the west-southwest";"7";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"10.03.2019 23:50";"2.0";"738.4";"758.2";"87";"Wind blowing from the west-southwest";"7";"";"";"";"Few clouds (10-30%) 570 m";"10.0 and more";"0.0";
"10.03.2019 23:20";"2.0";"738.4";"758.2";"93";"Wind blowing from the west-southwest";"7";"";"";"";"Few clouds (10-30%) 300 m, broken clouds (60-90%) 780 m";"10.0 and more";"1.0";
"10.03.2019 22:50";"2.0";"738.4";"758.2";"93";"Wind blowing from the west";"6";"";"Light rain";"";"Few clouds (10-30%) 360 m, broken clouds (60-90%) 630 m, broken clouds (60-90%) 1470 m";"10.0 and more";"1.0";
"10.03.2019 22:20";"2.0";"738.4";"758.2";"100";"Wind blowing from the west";"6";"";"";"";"Few clouds (10-30%) 240 m, broken clouds (60-90%) 510 m";"10.0 and more";"2.0";
"10.03.2019 21:50";"2.0";"737.9";"757.7";"100";"Wind blowing from the west";"6";"";"";"";"Overcast (100%) 150 m";"9.0";"2.0";
"10.03.2019 21:20";"2.0";"737.1";"756.9";"100";"Wind blowing from the west";"4";"";"Light rain";"Rain";"Broken clouds (60-90%) 150 m";"10.0 and more";"2.0";
"10.03.2019 20:50";"2.0";"737.1";"756.9";"93";"Wind blowing from the west";"5";"";"Rain";"";"Broken clouds (60-90%) 180 m";"7.0";"1.0";
"10.03.2019 20:20";"2.0";"737.1";"756.9";"93";"Wind blowing from the west";"6";"";"Light rain";"";"Overcast (100%) 180 m";"10.0 and more";"1.0";
"10.03.2019 19:50";"2.0";"736.5";"756.2";"93";"Wind blowing from the west";"6";"";"Light snow, rain";"Rain";"Overcast (100%) 180 m";"10.0 and more";"1.0";
"10.03.2019 19:20";"2.0";"735.7";"755.4";"93";"Wind blowing from the west";"7";"15";"Rain";"";"Broken clouds (60-90%) 210 m";"8.0";"1.0";
"10.03.2019 18:50";"2.0";"734.9";"754.6";"100";"Wind blowing from the west";"9";"15";"Rain";"";"Broken clouds (60-90%) 270 m, broken clouds (60-90%) 330 m, overcast (100%) 480 m";"10.0 and more";"2.0";
"10.03.2019 18:20";"4.0";"732.8";"752.3";"87";"Wind blowing from the west";"13";"23";"Light rain";"";"Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 720 m, broken clouds (60-90%) 900 m";"10.0 and more";"2.0";
"10.03.2019 17:50";"7.0";"730.9";"750.1";"71";"Wind blowing from the west-southwest";"16";"28";"";"";"Broken clouds (60-90%) 840 m";"10.0 and more";"2.0";
"10.03.2019 17:20";"7.0";"730.1";"749.3";"66";"Wind blowing from the west-southwest";"16";"26";"Light rain";"";"Broken clouds (60-90%) 900 m";"10.0 and more";"1.0";
"10.03.2019 16:50";"8.0";"729.4";"748.5";"66";"Wind blowing from the west-southwest";"13";"25";"Light rain";"";"Broken clouds (60-90%) 930 m, overcast (100%) 1080 m";"10.0 and more";"2.0";
"10.03.2019 16:20";"9.0";"729.4";"748.5";"66";"Wind blowing from the west-southwest";"13";"22";"Light rain";"";"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1080 m, broken clouds (60-90%) 1500 m";"10.0 and more";"3.0";
"10.03.2019 15:50";"9.0";"728.8";"747.8";"82";"Wind blowing from the west-southwest";"13";"19";"Light rain";"";"Few clouds (10-30%) 600 m, broken clouds (60-90%) 690 m, broken clouds (60-90%) 780 m";"10.0 and more";"6.0";
"10.03.2019 15:20";"9.0";"728.8";"747.8";"87";"Wind blowing from the west-southwest";"11";"19";"Light rain";"";"Broken clouds (60-90%) 720 m";"10.0 and more";"7.0";
"10.03.2019 14:50";"9.0";"728.8";"747.8";"94";"Wind blowing from the west-southwest";"10";"18";"Light rain";"";"Overcast (100%) 690 m";"10.0 and more";"8.0";
"10.03.2019 14:20";"10.0";"728.8";"747.8";"82";"Wind blowing from the west";"4";"";"Light rain";"";"Scattered clouds (40-50%) 690 m, broken clouds (60-90%) 810 m, overcast (100%) 1140 m";"10.0 and more";"7.0";
"10.03.2019 13:50";"10.0";"728.8";"747.8";"88";"Wind blowing from the west-southwest";"6";"";"Light rain";"";"Few clouds (10-30%) 480 m, broken clouds (60-90%) 630 m, overcast (100%) 720 m";"10.0 and more";"8.0";
"10.03.2019 13:20";"8.0";"729.4";"748.5";"93";"Wind blowing from the west";"4";"";"Light rain";"";"Scattered clouds (40-50%) 120 m, broken clouds (60-90%) 210 m, overcast (100%) 270 m";"10.0 and more";"7.0";
"10.03.2019 12:50";"8.0";"729.4";"748.5";"93";"Wind blowing from the west";"4";"";"Light rain";"";"Broken clouds (60-90%) 210 m, overcast (100%) 480 m";"5.0";"7.0";
"10.03.2019 12:20";"8.0";"729.4";"748.5";"100";"Wind blowing from the west";"4";"";"Light rain";"";"Few clouds (10-30%) 270 m, broken clouds (60-90%) 330 m, overcast (100%) 510 m";"10.0 and more";"8.0";
"10.03.2019 11:50";"8.0";"729.4";"748.5";"100";"Wind blowing from the west-southwest";"4";"";"";"";"Broken clouds (60-90%) 360 m, broken clouds (60-90%) 420 m, overcast (100%) 630 m";"10.0 and more";"8.0";
"10.03.2019 11:20";"6.0";"730.0";"749.3";"100";"Wind blowing from the south-southeast";"3";"";"";"";"Few clouds (10-30%) 300 m, overcast (100%) 420 m";"10.0 and more";"6.0";
"10.03.2019 10:50";"5.0";"730.7";"750.1";"93";"Wind blowing from the east-southeast";"4";"";"Light rain";"";"Overcast (100%) 450 m";"6.0";"4.0";
"10.03.2019 10:20";"4.0";"731.3";"750.8";"100";"Wind blowing from the east-southeast";"5";"";"Light rain";"";"Overcast (100%) 660 m";"6.0";"4.0";
"10.03.2019 09:50";"4.0";"732.1";"751.6";"100";"Wind blowing from the south-east";"3";"";"Light rain";"";"Overcast (100%) 840 m";"10.0 and more";"4.0";
"10.03.2019 09:20";"4.0";"732.1";"751.6";"100";"Wind blowing from the east-southeast";"3";"";"Light rain";"";"Few clouds (10-30%) 270 m, broken clouds (60-90%) 1080 m, overcast (100%) 1230 m";"9.0";"4.0";
"10.03.2019 08:50";"4.0";"732.8";"752.3";"100";"Wind blowing from the south-southeast";"4";"";"Light rain";"";"Few clouds (10-30%) 330 m, broken clouds (60-90%) 420 m, overcast (100%) 780 m";"10.0 and more";"4.0";
"10.03.2019 08:20";"5.0";"733.7";"753.1";"93";"Wind blowing from the east-southeast";"2";"";"Light rain";"";"Few clouds (10-30%) 480 m, broken clouds (60-90%) 600 m, overcast (100%) 900 m";"10.0 and more";"4.0";
"10.03.2019 07:50";"5.0";"734.4";"753.9";"93";"Wind blowing from the south-southeast";"1";"";"Light rain";"";"Few clouds (10-30%) 390 m, broken clouds (60-90%) 450 m, overcast (100%) 660 m";"8.0";"4.0";
"10.03.2019 07:20";"5.0";"735.1";"754.6";"93";"Wind blowing from the south-west";"2";"";"Light rain";"";"Broken clouds (60-90%) 480 m, overcast (100%) 660 m";"8.0";"4.0";
"10.03.2019 06:50";"5.0";"735.9";"755.4";"93";"Wind blowing from the west-southwest";"2";"";"Light rain";"";"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 540 m, overcast (100%) 630 m";"10.0 and more";"4.0";
"10.03.2019 06:20";"5.0";"735.9";"755.4";"93";"Wind blowing from the west-southwest";"4";"";"Light rain";"";"Few clouds (10-30%) 540 m, broken clouds (60-90%) 630 m, overcast (100%) 750 m";"10.0 and more";"4.0";
"10.03.2019 05:50";"6.0";"736.7";"756.2";"87";"Wind blowing from the west-southwest";"3";"";"Light rain";"";"Broken clouds (60-90%) 660 m";"10.0 and more";"4.0";
"10.03.2019 05:20";"6.0";"736.7";"756.2";"81";"Wind blowing from the west-southwest";"4";"";"";"";"Broken clouds (60-90%) 810 m";"10.0 and more";"3.0";
"10.03.2019 04:50";"6.0";"737.4";"756.9";"81";"Wind blowing from the west-southwest";"5";"";"";"";"Scattered clouds (40-50%) 1350 m";"10.0 and more";"3.0";
"10.03.2019 04:20";"7.0";"737.5";"756.9";"76";"Wind blowing from the west-southwest";"5";"";"";"";"Few clouds (10-30%) 1470 m";"10.0 and more";"3.0";
"10.03.2019 03:50";"7.0";"738.3";"757.7";"71";"Wind blowing from the west-southwest";"5";"";"";"";"Few clouds (10-30%) 1410 m";"10.0 and more";"2.0";
"10.03.2019 03:20";"7.0";"738.3";"757.7";"71";"Wind blowing from the west-southwest";"6";"";"";"";"Few clouds (10-30%) 1080 m, broken clouds (60-90%) 1320 m";"10.0 and more";"2.0";
"10.03.2019 02:50";"7.0";"738.8";"758.2";"66";"Wind blowing from the west";"5";"";"";"";"Few clouds (10-30%) 1050 m, broken clouds (60-90%) 1470 m";"10.0 and more";"1.0";
"10.03.2019 02:20";"7.0";"739.5";"759.0";"66";"Wind blowing from the west";"5";"";"";"";"Broken clouds (60-90%) 1110 m";"10.0 and more";"1.0";
"10.03.2019 01:50";"7.0";"739.5";"759.0";"66";"Wind blowing from the west-southwest";"6";"";"";"";"Broken clouds (60-90%) 1050 m";"10.0 and more";"1.0";
"10.03.2019 01:20";"7.0";"739.5";"759.0";"66";"Wind blowing from the west-southwest";"7";"12";"";"";"Broken clouds (60-90%) 1230 m";"10.0 and more";"1.0";
"10.03.2019 00:50";"7.0";"739.5";"759.0";"71";"Wind blowing from the west-southwest";"7";"";"";"";"Few clouds (10-30%) 1170 m, broken clouds (60-90%) 1470 m";"10.0 and more";"2.0";
"10.03.2019 00:20";"7.0";"739.5";"759.0";"71";"Wind blowing from the west-southwest";"6";"";"";"";"Broken clouds (60-90%) 1170 m";"10.0 and more";"2.0";
"09.03.2019 23:50";"7.0";"740.2";"759.7";"76";"Wind blowing from the west-southwest";"6";"";"";"";"Scattered clouds (40-50%) 1290 m";"10.0 and more";"3.0";
"09.03.2019 23:20";"6.0";"739.5";"759.0";"81";"Wind blowing from the west-southwest";"6";"";"";"";"Few clouds (10-30%) 690 m, broken clouds (60-90%) 780 m";"10.0 and more";"3.0";
"09.03.2019 22:50";"6.0";"739.5";"759.0";"76";"Wind blowing from the west-southwest";"6";"";"";"";"Broken clouds (60-90%) 780 m";"10.0 and more";"2.0";
"09.03.2019 22:20";"6.0";"739.5";"759.0";"76";"Wind blowing from the west-southwest";"6";"12";"";"";"Few clouds (10-30%) 1050 m, broken clouds (60-90%) 1290 m, overcast (100%) 1530 m";"10.0 and more";"2.0";
"09.03.2019 21:50";"6.0";"739.5";"759.0";"81";"Wind blowing from the west-southwest";"6";"";"";"";"Broken clouds (60-90%) 1260 m";"10.0 and more";"3.0";
